"150215","1875 K St NW,  Washington,  DC,  20006-1238","Match","Non_Exact","1875 K ST NW, WASHINGTON, DC, 20001","-77.04295,38.90253","76225394","R"
"150216","No address is available.,  Washington,  DC,  20006","No_Match"
"150213","1999 K St NW Ste 500,  Washington,  DC,  20006-1121","No_Match"
"150334","1776 K St NW Rm 2213,  Washington,  DC,  20006-2304","Match","Exact","1776 K ST NW, WASHINGTON, DC, 20006","-77.04065,38.90252","76225662","L"
"150214","1776 K St NW,  Washington,  DC,  20006-2304","Match","Exact","1776 K ST NW, WASHINGTON, DC, 20006","-77.04065,38.90252","76225662","L"
"150335","1900 K St NW,  Washington,  DC,  20006-1110","Match","Exact","1900 K ST NW, WASHINGTON, DC, 20006","-77.04358,38.90252","76225387","L"
"150211","1875 K Street N West,  Washington,  DC,  20006","No_Match"
"150212","1625 Eye Street NW,  Washington,  DC,  20006","No_Match"
"150333","1700 Pennsylvania Ave NW Ste 200,  Washington,  DC,  20006-4707","Match","Exact","1700 PENNSYLVANIA AVE NW, WASHINGTON, DC, 20006","-77.03964,38.898872","76225654","L"
"150330","700 12th Street Northwest Suite 900,  Washington,  DC,  20005-3948","Match","Exact","700 12TH ST NW, WASHINGTON, DC, 20005","-77.02808,38.898438","76226159","L"
"150210","2001 Pennsylvania Avenue Northwest Suite 300,  Washington,  DC,  20006","Match","Exact","2001 PENNSYLVANIA AVE NW, WASHINGTON, DC, 20006","-77.04504,38.90076","76225370","R"
"150331","1666 K Northwest,  Washington,  DC,  20006","Match","Non_Exact","1666 K ST NW, WASHINGTON, DC, 20006","-77.03781,38.90252","76225668","L"
"150109","900 16th St NW,  Washington,  DC,  20006-2901","Match","Exact","900 16TH ST NW, WASHINGTON, DC, 20006","-77.03655,38.90144","76225747","L"
"150107","1700 Pennsylvania Avenue Northwest Suite 200,  Washington,  DC,  20006-4707","Match","Exact","1700 PENNSYLVANIA AVE NW, WASHINGTON, DC, 20006","-77.03964,38.898872","76225654","L"
"150228","1666 K Northwest,  Washington,  DC,  20006","Match","Non_Exact","1666 K ST NW, WASHINGTON, DC, 20006","-77.03781,38.90252","76225668","L"
"150108","1299 Pennsylvania Ave NW,  Washington,  DC,  20004","Match","Exact","1299 PENNSYLVANIA AVE NW, WASHINGTON, DC, 20004","-77.02951,38.89542","76226311","R"
"150229","1701 Pennsylvania Ave NW,  Washington,  DC,  20006-5805","Match","Exact","1701 PENNSYLVANIA AVE NW, WASHINGTON, DC, 20006","-77.039635,38.898884","76225654","R"
"150226","1875 K Street N West,  Washington,  DC,  20006","No_Match"
"150106","1666 K Northwest,  Washington,  DC,  20006","Match","Non_Exact","1666 K ST NW, WASHINGTON, DC, 20006","-77.03781,38.90252","76225668","L"
"150227","800 17th St NW Ste 1100,  Washington,  DC,  20006-3962","Match","Exact","800 17TH ST NW, WASHINGTON, DC, 20006","-77.03946,38.9003","76225666","L"
"150103","1625 I St NW,  Washington,  DC,  20006-4061","Match","Exact","1625 I ST NW, WASHINGTON, DC, 20006","-77.03739,38.901344","76225670","R"
"150104","2099 Pennsylvania Ave NW,  Washington,  DC,  20006-6800","Match","Exact","2099 PENNSYLVANIA AVE NW, WASHINGTON, DC, 20006","-77.04651,38.901276","76225370","R"
"150101","1999 K St NW,  Washington,  DC,  20006-1118","No_Match"
"150222","1776 K St NW,  Washington,  DC,  20006-2304","Match","Exact","1776 K ST NW, WASHINGTON, DC, 20006","-77.04065,38.90252","76225662","L"
"150102","815 Connecticut Ave NW,  Washington,  DC,  20006-4004","Match","Exact","815 CONNECTICUT AVE NW, WASHINGTON, DC, 20006","-77.03808,38.900433","76225669","R"
"150223","1775 Pennsylvania Ave NW Ste 800,  Washington,  DC,  20006-4605","Match","Exact","1775 PENNSYLVANIA AVE NW, WASHINGTON, DC, 20006","-77.04106,38.89938","76225654","R"
"150220","1666 K Northwest,  Washington,  DC,  20006","Match","Non_Exact","1666 K ST NW, WASHINGTON, DC, 20006","-77.03781,38.90252","76225668","L"
"150100","1990 K Street NWSuite 950,  Washington,  DC,  20006","Match","Non_Exact","1990 K ST NW, WASHINGTON, DC, 20006","-77.044685,38.90252","76225387","L"
"150221","1201 F Street Northwest Suite 500,  Washington,  DC,  20004","No_Match"
"149893","2000 Pennsylvania Ave NW,  Washington,  DC,  20006-1812","Match","Exact","2000 PENNSYLVANIA AVE NW, WASHINGTON, DC, 20006","-77.045044,38.90075","76225370","L"
"149894","1850 K Street Northwest,  Washington,  DC,  20006","Match","Exact","1850 K ST NW, WASHINGTON, DC, 20006","-77.04259,38.90252","76225394","L"
"149895","1629 K Street NWSte 300,  Washington,  DC,  20006","No_Match"
"149896","1900 K St NW,  Washington,  DC,  20006-1110","Match","Exact","1900 K ST NW, WASHINGTON, DC, 20006","-77.04358,38.90252","76225387","L"
